InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Year,Month,Revenue
542932,21955,DOORMAT UNION JACK GUNS AND ROSES,4,2011-02-02T10:54:00.000Z,7.95,13089.0,United Kingdom,2011,February,31.8
557776,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,2011-06-22T15:07:00.000Z,1.65,14422.0,United Kingdom,2011,June,9.9
547358,22908,PACK OF 20 NAPKINS RED APPLES,7,2011-03-22T12:25:00.000Z,0.85,15998.0,United Kingdom,2011,March,5.95
554497,23084,RABBIT NIGHT LIGHT,6,2011-05-24T14:38:00.000Z,2.08,15819.0,United Kingdom,2011,May,12.48
570229,21166,COOK WITH WINE METAL SIGN,2,2011-10-09T13:30:00.000Z,2.08,15756.0,United Kingdom,2011,October,4.16
575983,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,5,2011-11-13T13:45:00.000Z,1.25,13379.0,United Kingdom,2011,November,6.25
539474,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2010-12-19T14:27:00.000Z,0.55,15581.0,United Kingdom,2010,December,0.55
540642,22728,ALARM CLOCK BAKELIKE PINK,8,2011-01-10T13:22:00.000Z,3.75,12681.0,France,2011,January,30.0
562287,21243,PINK  POLKADOT PLATE,8,2011-08-04T11:07:00.000Z,1.69,12455.0,Spain,2011,August,13.52
579520,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-11-29T18:14:00.000Z,2.1,12748.0,United Kingdom,2011,November,2.1
571183,23494,VINTAGE DOILY DELUXE SEWING KIT,1,2011-10-14T11:08:00.000Z,5.95,14796.0,United Kingdom,2011,October,5.95
547076,22432,WATERING CAN PINK BUNNY,6,2011-03-20T14:37:00.000Z,1.95,15140.0,United Kingdom,2011,March,11.7
560392,15036,ASSORTED COLOURS SILK FAN,144,2011-07-18T13:30:00.000Z,0.83,13911.0,United Kingdom,2011,July,119.52
545339,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-03-02T08:26:00.000Z,4.95,14292.0,United Kingdom,2011,March,14.85
574317,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,24,2011-11-03T18:49:00.000Z,0.42,17078.0,United Kingdom,2011,November,10.08
538035,22756,LARGE YELLOW BABUSHKA NOTEBOOK,3,2010-12-09T13:03:00.000Z,1.25,16065.0,United Kingdom,2010,December,3.75
549667,21042,RED RETROSPOT APRON,3,2011-04-11T12:20:00.000Z,5.95,14911.0,EIRE,2011,April,17.85
559018,22092,BLUE PAISLEY TISSUE BOX,5,2011-07-05T13:07:00.000Z,0.39,18203.0,United Kingdom,2011,July,1.95
572552,22991,GIRAFFE WOODEN RULER,4,2011-10-24T17:07:00.000Z,4.13,14096.0,United Kingdom,2011,October,16.52
575007,22899,CHILDREN'S APRON DOLLY GIRL,6,2011-11-08T11:20:00.000Z,2.1,14140.0,United Kingdom,2011,November,12.6
537609,22187,GREEN CHRISTMAS TREE CARD HOLDER,8,2010-12-07T13:22:00.000Z,4.25,17675.0,United Kingdom,2010,December,34.0
537804,72127,COLUMBIAN CANDLE ROUND,14,2010-12-08T13:17:00.000Z,1.25,12748.0,United Kingdom,2010,December,17.5
571676,22593,CHRISTMAS GINGHAM STAR,1,2011-10-18T13:29:00.000Z,0.85,16910.0,United Kingdom,2011,October,0.85
572666,22493,PAINT YOUR OWN CANVAS SET,12,2011-10-25T13:03:00.000Z,1.65,15134.0,United Kingdom,2011,October,19.8
565932,22585,PACK OF 6 BIRDY GIFT TAGS,6,2011-09-08T10:35:00.000Z,1.25,16418.0,United Kingdom,2011,September,7.5
553055,23172,REGENCY TEA PLATE PINK,12,2011-05-13T10:35:00.000Z,1.65,16618.0,United Kingdom,2011,May,19.8
578757,22727,ALARM CLOCK BAKELIKE RED,1,2011-11-25T11:41:00.000Z,3.75,12748.0,United Kingdom,2011,November,3.75
538255,21042,RED RETROSPOT APRON,3,2010-12-10T12:33:00.000Z,5.95,14911.0,EIRE,2010,December,17.85
576078,21822,GLITTER CHRISTMAS TREE WITH BELLS,6,2011-11-13T16:22:00.000Z,0.79,14432.0,United Kingdom,2011,November,4.74
570467,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-10-10T16:06:00.000Z,1.45,12607.0,USA,2011,October,17.4
563090,23209,LUNCH BAG VINTAGE DOILY,20,2011-08-11T17:00:00.000Z,1.65,16186.0,United Kingdom,2011,August,33.0
559418,23317,BLUE REFECTORY CLOCK,2,2011-07-08T11:36:00.000Z,9.95,12681.0,France,2011,July,19.9
572291,21823,PAINTED METAL HEART WITH HOLLY BELL,6,2011-10-23T12:46:00.000Z,0.39,16931.0,United Kingdom,2011,October,2.34
572903,22633,HAND WARMER UNION JACK,2,2011-10-26T15:17:00.000Z,2.1,17974.0,United Kingdom,2011,October,4.2
544586,21031,SPACE CADET BLACK,3,2011-02-21T15:04:00.000Z,1.25,17338.0,United Kingdom,2011,February,3.75
558647,22758,LARGE PURPLE BABUSHKA NOTEBOOK,12,2011-07-01T10:39:00.000Z,1.25,14868.0,United Kingdom,2011,July,15.0
563377,21754,HOME BUILDING BLOCK WORD,1,2011-08-16T10:44:00.000Z,5.95,15002.0,United Kingdom,2011,August,5.95
576339,21888,BINGO SET,4,2011-11-14T15:27:00.000Z,7.46,14096.0,United Kingdom,2011,November,29.84
571486,23550,WRAP ALPHABET POSTER,25,2011-10-17T14:59:00.000Z,0.42,17612.0,United Kingdom,2011,October,10.5
553470,23135,SMALL ZINC HEART WALL ORGANISER,120,2011-05-17T11:27:00.000Z,3.32,18102.0,United Kingdom,2011,May,398.4
578088,84987,SET OF 36 TEATIME PAPER DOILIES,2,2011-11-22T16:47:00.000Z,1.45,16376.0,United Kingdom,2011,November,2.9
581142,21034,REX CASH+CARRY JUMBO SHOPPER,3,2011-12-07T13:38:00.000Z,0.95,14204.0,United Kingdom,2011,December,2.85
560224,23306,SET OF 36 DOILIES PANTRY DESIGN,2,2011-07-15T16:06:00.000Z,1.45,14572.0,United Kingdom,2011,July,2.9
543370,22627,MINT KITCHEN SCALES,2,2011-02-07T14:51:00.000Z,8.5,12359.0,Cyprus,2011,February,17.0
575932,23583,LUNCH BAG PAISLEY PARK,20,2011-11-13T10:35:00.000Z,1.65,16923.0,United Kingdom,2011,November,33.0
545072,22930,BAKING MOULD HEART MILK CHOCOLATE,18,2011-02-28T08:43:00.000Z,2.55,12781.0,Czech Republic,2011,February,45.9
C560932,85025C,PINK HEART SHAPE PHOTO FRAME,-1,2011-07-22T10:29:00.000Z,1.65,15005.0,United Kingdom,2011,July,-1.65
560120,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-07-15T10:27:00.000Z,1.25,14907.0,United Kingdom,2011,July,30.0
566891,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-09-15T13:51:00.000Z,2.95,14894.0,United Kingdom,2011,September,17.7
562649,22081,RIBBON REEL FLORA + FAUNA,1,2011-08-08T13:11:00.000Z,1.65,14606.0,United Kingdom,2011,August,1.65
567326,84609,TALL ROCOCO CANDLE HOLDER,4,2011-09-19T14:38:00.000Z,8.5,14290.0,United Kingdom,2011,September,34.0
569722,23342,MINT DINER WALL CLOCK,2,2011-10-06T09:31:00.000Z,8.5,12431.0,Australia,2011,October,17.0
574502,23355,HOT WATER BOTTLE KEEP CALM,2,2011-11-04T13:16:00.000Z,4.95,17274.0,United Kingdom,2011,November,9.9
561647,23206,LUNCH BAG APPLE DESIGN,100,2011-07-28T15:20:00.000Z,1.45,13340.0,United Kingdom,2011,July,145.0
550827,22556,PLASTERS IN TIN CIRCUS PARADE,12,2011-04-21T10:16:00.000Z,1.65,12670.0,France,2011,April,19.8
571698,20996,JAZZ HEARTS ADDRESS BOOK,192,2011-10-18T14:50:00.000Z,0.19,13805.0,United Kingdom,2011,October,36.48
555931,84050,PINK HEART SHAPE EGG FRYING PAN,6,2011-06-08T08:31:00.000Z,1.65,17828.0,Malta,2011,June,9.9
559455,21328,BALLOONS  WRITING SET,12,2011-07-08T12:34:00.000Z,1.65,13018.0,United Kingdom,2011,July,19.8
560876,POST,POSTAGE,6,2011-07-21T15:14:00.000Z,18.0,12626.0,Germany,2011,July,108.0
540459,22494,EMERGENCY FIRST AID TIN,12,2011-01-07T12:35:00.000Z,1.25,16191.0,United Kingdom,2011,January,15.0
574025,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,2011-11-02T12:26:00.000Z,0.55,12748.0,United Kingdom,2011,November,0.55
577331,22109,FULL ENGLISH BREAKFAST PLATE,3,2011-11-18T14:23:00.000Z,3.75,14667.0,United Kingdom,2011,November,11.25
543907,22485,SET OF 2 WOODEN MARKET CRATES,1,2011-02-14T12:16:00.000Z,12.75,17346.0,United Kingdom,2011,February,12.75
C543768,22794,SWEETHEART WIRE MAGAZINE RACK,-1,2011-02-11T15:20:00.000Z,7.95,14497.0,United Kingdom,2011,February,-7.95
566345,22813,PACK 3 BOXES BIRD PANNETONE,10,2011-09-12T12:27:00.000Z,1.95,17685.0,United Kingdom,2011,September,19.5
570103,23543,WALL ART KEEP CALM,2,2011-10-07T12:18:00.000Z,8.25,15719.0,United Kingdom,2011,October,16.5
555405,22432,WATERING CAN PINK BUNNY,12,2011-06-02T19:17:00.000Z,1.95,17531.0,United Kingdom,2011,June,23.4
545555,22677,FRENCH BLUE METAL DOOR SIGN 2,2,2011-03-03T15:17:00.000Z,1.25,17757.0,United Kingdom,2011,March,2.5
565201,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-09-01T16:41:00.000Z,1.25,14907.0,United Kingdom,2011,September,15.0
540697,84050,PINK HEART SHAPE EGG FRYING PAN,6,2011-01-11T09:20:00.000Z,1.65,16670.0,United Kingdom,2011,January,9.9
580061,23355,HOT WATER BOTTLE KEEP CALM,24,2011-12-01T13:27:00.000Z,4.15,14051.0,United Kingdom,2011,December,99.6
557292,21500,PINK POLKADOT WRAP,25,2011-06-19T13:06:00.000Z,0.42,17562.0,United Kingdom,2011,June,10.5
540817,21407,BROWN CHECK CAT DOORSTOP,3,2011-01-11T12:56:00.000Z,4.25,14209.0,United Kingdom,2011,January,12.75
575870,72799F,IVORY PILLAR CANDLE GOLD FLOCK,12,2011-11-11T12:46:00.000Z,2.95,15557.0,United Kingdom,2011,November,35.4
569799,22562,MONSTERS STENCIL CRAFT,12,2011-10-06T11:47:00.000Z,1.25,13602.0,United Kingdom,2011,October,15.0
578108,51014C,"FEATHER PEN,COAL BLACK",96,2011-11-23T09:20:00.000Z,0.39,14912.0,Italy,2011,November,37.44
575583,22971,QUEENS GUARD COFFEE MUG,1,2011-11-10T11:55:00.000Z,2.55,14456.0,United Kingdom,2011,November,2.55
547914,21931,JUMBO STORAGE BAG SUKI,10,2011-03-28T12:35:00.000Z,1.95,12594.0,Italy,2011,March,19.5
569653,22556,PLASTERS IN TIN CIRCUS PARADE,24,2011-10-05T12:52:00.000Z,1.65,12451.0,Switzerland,2011,October,39.6
577508,23103,JINGLE BELL HEART DECORATION,5,2011-11-20T12:45:00.000Z,1.65,18127.0,United Kingdom,2011,November,8.25
572127,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-10-21T09:20:00.000Z,4.25,14911.0,EIRE,2011,October,17.0
561060,21790,VINTAGE SNAP CARDS,12,2011-07-24T13:30:00.000Z,0.85,17703.0,United Kingdom,2011,July,10.2
539248,22492,MINI PAINT SET VINTAGE,36,2010-12-16T13:33:00.000Z,0.65,17288.0,United Kingdom,2010,December,23.4
542617,85231G,ORANGE SCENTED SET/9 T-LIGHTS,2,2011-01-30T15:48:00.000Z,0.85,17463.0,United Kingdom,2011,January,1.7
559311,22960,JAM MAKING SET WITH JARS,24,2011-07-07T13:35:00.000Z,3.75,14459.0,United Kingdom,2011,July,90.0
574237,23270,SET OF 2 CERAMIC PAINTED HEARTS,6,2011-11-03T12:37:00.000Z,1.45,15551.0,United Kingdom,2011,November,8.7
557311,21244,BLUE POLKADOT PLATE,12,2011-06-19T15:36:00.000Z,1.69,15700.0,United Kingdom,2011,June,20.28
571312,20767,BLUE PAISLEY JOURNAL,6,2011-10-17T10:42:00.000Z,2.55,12474.0,Germany,2011,October,15.3
542611,82578,KITCHEN METAL SIGN,25,2011-01-30T14:13:00.000Z,0.55,15415.0,United Kingdom,2011,January,13.75
571307,21770,OPEN CLOSED METAL SIGN,2,2011-10-17T10:10:00.000Z,4.95,14443.0,United Kingdom,2011,October,9.9
551085,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-04-26T12:29:00.000Z,5.45,14854.0,United Kingdom,2011,April,16.35
536588,22666,RECIPE BOX PANTRY YELLOW DESIGN,12,2010-12-01T16:49:00.000Z,2.95,17069.0,United Kingdom,2010,December,35.4
548337,22384,LUNCH BAG PINK POLKADOT,2,2011-03-30T14:06:00.000Z,1.65,18198.0,United Kingdom,2011,March,3.3
572846,23309,SET OF 60 I LOVE LONDON CAKE CASES,6,2011-10-26T12:14:00.000Z,0.55,14550.0,United Kingdom,2011,October,3.3
568417,21535,RED RETROSPOT SMALL MILK JUG,6,2011-09-27T11:10:00.000Z,2.55,14911.0,EIRE,2011,September,15.3
537054,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,2010-12-05T11:40:00.000Z,3.75,16931.0,United Kingdom,2010,December,3.75
581375,23553,LANDMARK FRAME CAMDEN TOWN,3,2011-12-08T12:36:00.000Z,12.5,16210.0,United Kingdom,2011,December,37.5
554158,22899,CHILDREN'S APRON DOLLY GIRL,4,2011-05-23T11:44:00.000Z,2.1,15563.0,United Kingdom,2011,May,8.4
573928,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-11-02T10:07:00.000Z,4.95,16839.0,United Kingdom,2011,November,14.85
552952,22713,CARD I LOVE LONDON,12,2011-05-12T12:10:00.000Z,0.42,13837.0,United Kingdom,2011,May,5.04
539443,22111,SCOTTIE DOG HOT WATER BOTTLE,24,2010-12-17T15:52:00.000Z,4.25,14031.0,United Kingdom,2010,December,102.0
537242,21676,FLOWERS  STICKERS,12,2010-12-06T10:19:00.000Z,0.85,14748.0,United Kingdom,2010,December,10.2
536635,21868,POTTING SHED TEA MUG,12,2010-12-02T11:22:00.000Z,1.25,15955.0,United Kingdom,2010,December,15.0
555850,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3,2011-06-07T13:35:00.000Z,2.55,16550.0,United Kingdom,2011,June,7.65
560886,23284,DOORMAT KEEP CALM AND COME IN,100,2011-07-21T16:27:00.000Z,6.75,16041.0,United Kingdom,2011,July,675.0
575683,22311,OFFICE MUG WARMER BLACK+SILVER,144,2011-11-10T15:51:00.000Z,2.55,17389.0,United Kingdom,2011,November,367.2
570022,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,4,2011-10-07T10:21:00.000Z,4.95,14067.0,United Kingdom,2011,October,19.8
578270,22431,WATERING CAN BLUE ELEPHANT,2,2011-11-23T13:39:00.000Z,4.13,14096.0,United Kingdom,2011,November,8.26
551734,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2011-05-04T10:15:00.000Z,2.1,18178.0,United Kingdom,2011,May,12.6
539118,22553,PLASTERS IN TIN SKULLS,5,2010-12-16T11:27:00.000Z,1.65,15563.0,United Kingdom,2010,December,8.25
547705,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-03-24T18:20:00.000Z,3.95,14056.0,United Kingdom,2011,March,3.95
568938,22382,LUNCH BAG SPACEBOY DESIGN,1,2011-09-29T14:46:00.000Z,1.65,17220.0,United Kingdom,2011,September,1.65
566720,22117,METAL SIGN HER DINNER IS SERVED,1,2011-09-14T12:42:00.000Z,2.95,13634.0,United Kingdom,2011,September,2.95
576339,22371,AIRLINE BAG VINTAGE TOKYO 78,4,2011-11-14T15:27:00.000Z,8.29,14096.0,United Kingdom,2011,November,33.16
570410,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,1,2011-10-10T13:04:00.000Z,2.55,16776.0,United Kingdom,2011,October,2.55
563038,22725,ALARM CLOCK BAKELIKE CHOCOLATE,24,2011-08-11T15:05:00.000Z,3.75,16656.0,United Kingdom,2011,August,90.0
539311,21773,DECORATIVE ROSE BATHROOM BOTTLE,24,2010-12-16T17:53:00.000Z,0.42,14643.0,United Kingdom,2010,December,10.08
557281,21755,LOVE BUILDING BLOCK WORD,4,2011-06-19T12:23:00.000Z,5.95,13632.0,United Kingdom,2011,June,23.8
C548830,M,Manual,-1,2011-04-04T13:08:00.000Z,2382.92,12744.0,Singapore,2011,April,-2382.92
555559,21059,PARTY INVITES DINOSAURS,12,2011-06-05T14:18:00.000Z,0.85,13862.0,United Kingdom,2011,June,10.2
548744,85186C,BUNNY EGG GARLAND,24,2011-04-04T12:07:00.000Z,0.42,17725.0,United Kingdom,2011,April,10.08
575512,23582,VINTAGE DOILY JUMBO BAG RED,10,2011-11-10T10:36:00.000Z,2.08,14121.0,United Kingdom,2011,November,20.8
573373,72133,COLUMBIAN CANDLE RECTANGLE,2,2011-10-30T13:37:00.000Z,1.25,14684.0,United Kingdom,2011,October,2.5
540316,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-01-06T13:00:00.000Z,4.95,16676.0,United Kingdom,2011,January,14.85
576071,22575,METAL MERRY CHRISTMAS WREATH,3,2011-11-13T16:03:00.000Z,1.95,18069.0,United Kingdom,2011,November,5.85
555648,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,2011-06-06T13:46:00.000Z,0.55,14623.0,United Kingdom,2011,June,0.55
561715,22558,CLOTHES PEGS RETROSPOT PACK 24,12,2011-07-29T12:03:00.000Z,1.65,13102.0,United Kingdom,2011,July,19.8
560033,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-07-14T13:28:00.000Z,0.95,12388.0,Australia,2011,July,11.4
544799,20719,WOODLAND CHARLOTTE BAG,10,2011-02-23T13:45:00.000Z,0.85,17063.0,United Kingdom,2011,February,8.5
558086,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,2011-06-26T11:59:00.000Z,2.95,16728.0,United Kingdom,2011,June,2.95
562935,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-10T17:11:00.000Z,2.08,14156.0,EIRE,2011,August,20.8
575520,90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,36,2011-11-10T10:56:00.000Z,0.38,17537.0,United Kingdom,2011,November,13.68
555645,21034,REX CASH+CARRY JUMBO SHOPPER,3,2011-06-06T13:31:00.000Z,0.95,18016.0,United Kingdom,2011,June,2.85
554617,22961,JAM MAKING SET PRINTED,1,2011-05-25T11:21:00.000Z,1.45,14593.0,United Kingdom,2011,May,1.45
566282,22625,RED KITCHEN SCALES,4,2011-09-11T14:29:00.000Z,8.5,15782.0,United Kingdom,2011,September,34.0
567126,22570,FELTCRAFT CUSHION RABBIT,3,2011-09-16T13:53:00.000Z,3.75,17238.0,United Kingdom,2011,September,11.25
546625,85141,JARDIN ETCHED GLASS FRUITBOWL,1,2011-03-15T11:45:00.000Z,10.75,17542.0,United Kingdom,2011,March,10.75
569417,23082,SET 6 PAPER TABLE LANTERN HEARTS,12,2011-10-04T10:29:00.000Z,3.75,17629.0,United Kingdom,2011,October,45.0
548673,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-04-01T16:18:00.000Z,3.75,13767.0,United Kingdom,2011,April,15.0
548014,35809A,ENAMEL PINK TEA CONTAINER,12,2011-03-29T11:29:00.000Z,0.83,17719.0,United Kingdom,2011,March,9.96
568188,22545,MINI JIGSAW BUNNIES,2,2011-09-25T14:33:00.000Z,0.42,16049.0,United Kingdom,2011,September,0.84
553911,22437,SET OF 9 BLACK SKULL BALLOONS,5,2011-05-19T19:02:00.000Z,0.85,18168.0,United Kingdom,2011,May,4.25
575959,22694,WICKER STAR,6,2011-11-13T12:27:00.000Z,2.1,14547.0,United Kingdom,2011,November,12.6
540359,21080,SET/20 RED RETROSPOT PAPER NAPKINS,16,2011-01-06T15:29:00.000Z,0.85,18041.0,United Kingdom,2011,January,13.6
540953,22862,LOVE HEART NAPKIN BOX,2,2011-01-12T13:16:00.000Z,4.25,14587.0,United Kingdom,2011,January,8.5
558628,23254,CHILDRENS CUTLERY DOLLY GIRL,8,2011-06-30T17:59:00.000Z,4.15,12626.0,Germany,2011,June,33.2
560568,21240,BLUE POLKADOT CUP,8,2011-07-19T14:03:00.000Z,0.85,13895.0,United Kingdom,2011,July,6.8
C580971,90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,-36,2011-12-06T15:04:00.000Z,0.38,14298.0,United Kingdom,2011,December,-13.68
565579,22662,LUNCH BAG DOLLY GIRL DESIGN,3,2011-09-05T12:35:00.000Z,1.65,18283.0,United Kingdom,2011,September,4.95
554954,23203,JUMBO BAG DOILEY PATTERNS,10,2011-05-27T14:50:00.000Z,1.95,14227.0,United Kingdom,2011,May,19.5
537368,22189,CREAM HEART CARD HOLDER,8,2010-12-06T12:40:00.000Z,3.95,14911.0,EIRE,2010,December,31.6
539256,82494L,WOODEN FRAME ANTIQUE WHITE,12,2010-12-16T14:27:00.000Z,2.95,15601.0,United Kingdom,2010,December,35.4
540691,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-01-11T08:50:00.000Z,2.4,17450.0,United Kingdom,2011,January,28.8
545441,22955,36 FOIL STAR CAKE CASES,3,2011-03-02T16:17:00.000Z,2.1,14657.0,United Kingdom,2011,March,6.3
573588,22982,PANTRY PASTRY BRUSH,12,2011-10-31T15:01:00.000Z,1.25,12588.0,Finland,2011,October,15.0
561715,22616,PACK OF 12 LONDON TISSUES,24,2011-07-29T12:03:00.000Z,0.29,13102.0,United Kingdom,2011,July,6.96
570594,22423,REGENCY CAKESTAND 3 TIER,1,2011-10-11T11:43:00.000Z,12.75,13517.0,United Kingdom,2011,October,12.75
578041,23300,GARDENERS KNEELING PAD CUP OF TEA,4,2011-11-22T14:23:00.000Z,1.65,17338.0,United Kingdom,2011,November,6.6
536799,22745,POPPY'S PLAYHOUSE BEDROOM,2,2010-12-02T16:00:00.000Z,2.1,17228.0,United Kingdom,2010,December,4.2
568188,85231B,CINAMMON SET OF 9 T-LIGHTS,6,2011-09-25T14:33:00.000Z,0.85,16049.0,United Kingdom,2011,September,5.1
557898,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,4,2011-06-23T14:35:00.000Z,4.95,17314.0,United Kingdom,2011,June,19.8
537465,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-12-07T10:32:00.000Z,2.1,17735.0,United Kingdom,2010,December,25.2
577711,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-11-21T12:17:00.000Z,2.95,15527.0,United Kingdom,2011,November,2.95
563189,POST,POSTAGE,2,2011-08-12T15:22:00.000Z,18.0,12682.0,France,2011,August,36.0
568908,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,20,2011-09-29T13:38:00.000Z,0.85,16653.0,United Kingdom,2011,September,17.0
552712,22605,WOODEN CROQUET GARDEN SET,1,2011-05-11T08:34:00.000Z,14.95,17634.0,United Kingdom,2011,May,14.95
555851,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,2,2011-06-07T13:37:00.000Z,0.85,13050.0,United Kingdom,2011,June,1.7
577258,23331,DECORATIVE WICKER HEART SMALL,1,2011-11-18T12:27:00.000Z,0.63,16764.0,United Kingdom,2011,November,0.63
568228,22819,"BIRTHDAY CARD, RETRO SPOT",12,2011-09-26T11:02:00.000Z,0.42,15358.0,United Kingdom,2011,September,5.04
579634,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,2011-11-30T12:18:00.000Z,1.95,12598.0,France,2011,November,19.5
552042,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-05-06T09:00:00.000Z,1.25,13952.0,United Kingdom,2011,May,15.0
C543768,37500,TEA TIME TEAPOT IN GIFT BOX,-1,2011-02-11T15:20:00.000Z,9.95,14497.0,United Kingdom,2011,February,-9.95
537828,22821,GIFT BAG PSYCHEDELIC APPLES,12,2010-12-08T14:43:00.000Z,0.65,15680.0,United Kingdom,2010,December,7.8
570410,22505,MEMO BOARD COTTAGE DESIGN,1,2011-10-10T13:04:00.000Z,4.95,16776.0,United Kingdom,2011,October,4.95
566079,23395,BELLE JARDINIERE CUSHION COVER,4,2011-09-09T09:52:00.000Z,3.75,17593.0,United Kingdom,2011,September,15.0
554033,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2011-05-20T14:06:00.000Z,2.08,16187.0,United Kingdom,2011,May,41.6
540907,22699,ROSES REGENCY TEACUP AND SAUCER,6,2011-01-12T11:52:00.000Z,2.95,13488.0,United Kingdom,2011,January,17.7
559673,48184,DOORMAT ENGLISH ROSE,10,2011-07-11T14:10:00.000Z,6.75,13224.0,United Kingdom,2011,July,67.5
576082,22386,JUMBO BAG PINK POLKADOT,10,2011-11-14T08:22:00.000Z,2.08,12428.0,Finland,2011,November,20.8
561917,21158,MOODY GIRL DOOR HANGER,2,2011-08-01T11:57:00.000Z,0.39,16904.0,United Kingdom,2011,August,0.78
572294,23380,PACK OF 12 VINTAGE DOILY TISSUES,12,2011-10-23T13:10:00.000Z,0.39,13471.0,United Kingdom,2011,October,4.68
568095,21279,VINTAGE KITCHEN PRINT FRUITS,6,2011-09-23T14:49:00.000Z,2.55,14911.0,EIRE,2011,September,15.3
560255,22372,AIRLINE BAG VINTAGE WORLD CHAMPION,2,2011-07-17T13:08:00.000Z,4.25,16054.0,United Kingdom,2011,July,8.5
541872,37448,CERAMIC CAKE DESIGN SPOTTED MUG,6,2011-01-24T09:52:00.000Z,1.49,14796.0,United Kingdom,2011,January,8.94
571684,21803,CHRISTMAS TREE STAR DECORATION,3,2011-10-18T14:11:00.000Z,0.42,16730.0,United Kingdom,2011,October,1.26
559172,22427,ENAMEL FLOWER JUG CREAM,12,2011-07-07T08:22:00.000Z,5.45,17651.0,United Kingdom,2011,July,65.4
577036,23419,HOME SWEET HOME BOTTLE,1,2011-11-17T13:21:00.000Z,2.08,17797.0,United Kingdom,2011,November,2.08
547647,20728,LUNCH BAG CARS BLUE,10,2011-03-24T11:43:00.000Z,1.65,15144.0,United Kingdom,2011,March,16.5
572194,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,1,2011-10-21T11:43:00.000Z,1.25,17832.0,United Kingdom,2011,October,1.25
553888,22954,HEN PARTY CORDON BARRIER TAPE,12,2011-05-19T16:09:00.000Z,1.25,15201.0,United Kingdom,2011,May,15.0
565121,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-01T11:43:00.000Z,2.95,14239.0,United Kingdom,2011,September,17.7
575943,23238,SET OF 4 KNICK KNACK TINS LONDON,2,2011-11-13T11:44:00.000Z,4.15,17920.0,United Kingdom,2011,November,8.3
560368,22555,PLASTERS IN TIN STRONGMAN,5,2011-07-18T12:25:00.000Z,1.65,17841.0,United Kingdom,2011,July,8.25
549014,84596G,SMALL CHOCOLATES PINK BOWL,2,2011-04-05T15:00:00.000Z,0.42,17841.0,United Kingdom,2011,April,0.84
552108,23145,ZINC T-LIGHT HOLDER STAR LARGE,1,2011-05-06T11:36:00.000Z,0.95,17841.0,United Kingdom,2011,May,0.95
544939,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-02-25T10:10:00.000Z,1.25,17034.0,United Kingdom,2011,February,15.0
562914,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2011-08-10T13:25:00.000Z,9.95,16558.0,United Kingdom,2011,August,19.9
574861,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1,2011-11-07T12:24:00.000Z,2.1,17368.0,United Kingdom,2011,November,2.1
552295,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-05-08T14:08:00.000Z,2.95,14224.0,United Kingdom,2011,May,2.95
